event_type_count,algorithm,event_count,target_pattern_count,pattern_count,within_tolerance,mining_seconds,cumulative_seconds,snapshot_extraction_seconds,patterns_path,metadata_path,absolute_pattern_count_difference,relative_pattern_count_difference,tolerance_patterns,spatial_radius,temporal_window,threshold,attempt_count,attempts_path
15,stbfm,12000,219,217,True,0.9189434170000368,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_012000_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_012000_metadata.json,2.0,0.0091324200913242,33.0,250.0,60.0,0.00390625,30.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_012000_attempts.csv
15,online_stsp,12500,242,242,True,2.191604583,58.351825458,0.0026285419999965143,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_012500_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_012500_metadata.json,,,,,,,,
15,sts_miner,12500,242,241,True,1.1543766669999513,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_012500_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_012500_metadata.json,1.0,0.004132231404958678,37.0,250.0,15.0,96.0,9.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_012500_attempts.csv
15,stbfm,12500,242,227,True,0.9552853750001304,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_012500_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_012500_metadata.json,15.0,0.06198347107438017,37.0,250.0,60.0,0.00390625,30.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_012500_attempts.csv
15,online_stsp,13000,3269,3269,True,2.400673791999999,60.75249925,0.03957320800000019,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_013000_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_013000_metadata.json,,,,,,,,
15,sts_miner,13000,3269,3271,True,6.223508833000324,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_013000_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_013000_metadata.json,2.0,0.000611807892321811,491.0,250.0,120.0,24.0,37.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_013000_attempts.csv
15,stbfm,13000,3269,3427,True,1.4332563750003828,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_013000_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_013000_metadata.json,158.0,0.04833282349342306,491.0,250.0,120.0,0.0,40.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_013000_attempts.csv
15,online_stsp,13500,2357,2357,True,2.245318083000001,62.997817333,0.02879341700000282,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_013500_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_013500_metadata.json,,,,,,,,
15,sts_miner,13500,2357,2399,True,5.03441920799969,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_013500_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_013500_metadata.json,42.0,0.017819261773440814,354.0,250.0,120.0,64.0,40.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_013500_attempts.csv
15,stbfm,13500,2357,2047,True,1.1417742909998196,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_013500_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_013500_metadata.json,310.0,0.13152312261349172,354.0,500.0,60.0,0.00390625,80.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_013500_attempts.csv
15,online_stsp,14000,1127,1127,True,2.295244957999998,65.293062291,0.012417458000001602,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_014000_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_014000_metadata.json,,,,,,,,
15,sts_miner,14000,1127,1146,True,4.047449749999942,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_014000_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_014000_metadata.json,19.0,0.01685891748003549,170.0,250.0,60.0,32.0,28.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_014000_attempts.csv
15,stbfm,14000,1127,1015,True,2.767981041999974,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_014000_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_014000_metadata.json,112.0,0.09937888198757763,170.0,500.0,240.0,0.03515625,100.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_014000_attempts.csv
15,online_stsp,14500,1854,1854,True,2.0407287499999995,67.333791041,0.026084916000002067,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_014500_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_014500_metadata.json,,,,,,,,
15,sts_miner,14500,1854,2027,True,5.579911082999843,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_014500_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_014500_metadata.json,173.0,0.09331175836030205,279.0,250.0,120.0,80.0,40.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_014500_attempts.csv
15,stbfm,14500,1854,1863,True,1.1638284999999087,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_014500_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_014500_metadata.json,9.0,0.0048543689320388345,279.0,500.0,60.0,0.00390625,80.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_014500_attempts.csv
15,online_stsp,15000,1964,1964,True,2.1551369999999963,69.488928041,0.08707425000000057,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_015000_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/online/online_snapshot_015000_metadata.json,,,,,,,,
15,sts_miner,15000,1964,2052,True,4.695314583000254,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_015000_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_015000_metadata.json,88.0,0.04480651731160896,295.0,250.0,120.0,80.0,40.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/sts_miner/sts_miner_015000_attempts.csv
15,stbfm,15000,1964,1876,True,1.6380627500002447,,,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_015000_best_patterns.csv,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_015000_metadata.json,88.0,0.04480651731160896,295.0,500.0,60.0,0.00390625,80.0,Results/Quantitative_experiment/run_20260521_123349/event_types_15/stbfm/stbfm_015000_attempts.csv
