algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
stbfm,10500,43,250.0,15.0,0.0,268,0.4991697920000888,low
stbfm,10500,43,250.0,15.0,1.0,0,0.4916233750000174,high
stbfm,10500,43,250.0,15.0,0.5,0,0.4940504170000395,binary_1
stbfm,10500,43,250.0,15.0,0.25,0,0.5666562080000404,binary_2
stbfm,10500,43,250.0,15.0,0.125,0,0.533739125000011,binary_3
stbfm,10500,43,250.0,15.0,0.0625,0,0.49207049999995434,binary_4
stbfm,10500,43,250.0,15.0,0.03125,3,0.5015904999999066,binary_5
stbfm,10500,43,250.0,15.0,0.015625,11,0.5213494170000104,binary_6
stbfm,10500,43,250.0,15.0,0.0078125,51,0.49994195800002217,binary_7
stbfm,10500,43,250.0,15.0,0.01171875,20,0.5177111250000053,binary_8
stbfm,10500,43,250.0,30.0,0.0,427,0.6216357920000064,low
stbfm,10500,43,250.0,30.0,1.0,0,0.593882624999992,high
stbfm,10500,43,250.0,30.0,0.5,0,0.6096578340000178,binary_1
stbfm,10500,43,250.0,30.0,0.25,0,0.662255416999983,binary_2
stbfm,10500,43,250.0,30.0,0.125,0,0.5944694170000275,binary_3
stbfm,10500,43,250.0,30.0,0.0625,0,0.5815252920000376,binary_4
stbfm,10500,43,250.0,30.0,0.03125,3,0.6096348749999834,binary_5
stbfm,10500,43,250.0,30.0,0.015625,29,0.6541084579999961,binary_6
stbfm,10500,43,250.0,30.0,0.0078125,78,0.617417875000001,binary_7
stbfm,10500,43,250.0,30.0,0.01171875,48,0.6062307500000088,binary_8
