algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
stbfm,14500,519,250.0,15.0,0.0,393,0.8656084169999758,low
stbfm,14500,519,250.0,15.0,1.0,0,0.6676748749998751,high
stbfm,14500,519,250.0,15.0,0.5,0,0.6684466249998877,binary_1
stbfm,14500,519,250.0,15.0,0.25,0,0.6971743330000209,binary_2
stbfm,14500,519,250.0,15.0,0.125,0,0.6728369159998238,binary_3
stbfm,14500,519,250.0,15.0,0.0625,0,0.6716867919999459,binary_4
stbfm,14500,519,250.0,15.0,0.03125,3,0.7019748749999053,binary_5
stbfm,14500,519,250.0,15.0,0.015625,10,0.6783618750000642,binary_6
stbfm,14500,519,250.0,15.0,0.0078125,45,0.6865978749999613,binary_7
stbfm,14500,519,250.0,15.0,0.00390625,99,0.7190474999999878,binary_8
stbfm,14500,519,250.0,30.0,0.0,570,0.8507334579999224,low
stbfm,14500,519,250.0,30.0,1.0,0,0.8138621660000354,high
stbfm,14500,519,250.0,30.0,0.5,0,0.8286009170001307,binary_1
stbfm,14500,519,250.0,30.0,0.25,0,0.8001234169998952,binary_2
stbfm,14500,519,250.0,30.0,0.125,0,0.8075457499999175,binary_3
stbfm,14500,519,250.0,30.0,0.0625,0,0.8019810000000689,binary_4
stbfm,14500,519,250.0,30.0,0.03125,4,0.825279792000174,binary_5
stbfm,14500,519,250.0,30.0,0.015625,28,0.8156212500000493,binary_6
stbfm,14500,519,250.0,30.0,0.0078125,74,0.8198984589998872,binary_7
stbfm,14500,519,250.0,30.0,0.00390625,135,0.847346540999979,binary_8
