algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
stbfm,7000,493,250.0,15.0,0.0,217,0.3398461250000082,low
stbfm,7000,493,250.0,15.0,1.0,0,0.32094133299995065,high
stbfm,7000,493,250.0,15.0,0.5,0,0.3248632499999644,binary_1
stbfm,7000,493,250.0,15.0,0.25,0,0.35418312500002,binary_2
stbfm,7000,493,250.0,15.0,0.125,0,0.3220107920000146,binary_3
stbfm,7000,493,250.0,15.0,0.0625,0,0.32695487500001263,binary_4
stbfm,7000,493,250.0,15.0,0.03125,4,0.34780208400002266,binary_5
stbfm,7000,493,250.0,15.0,0.015625,15,0.3388103330000263,binary_6
stbfm,7000,493,250.0,15.0,0.0078125,52,0.3334021249999637,binary_7
stbfm,7000,493,250.0,15.0,0.00390625,94,0.36364208399999143,binary_8
stbfm,7000,493,250.0,30.0,0.0,343,0.40863629199998286,low
stbfm,7000,493,250.0,30.0,1.0,0,0.4593348749999677,high
stbfm,7000,493,250.0,30.0,0.5,0,0.39348279199998615,binary_1
stbfm,7000,493,250.0,30.0,0.25,0,0.3853070840000328,binary_2
stbfm,7000,493,250.0,30.0,0.125,0,0.3818399580000005,binary_3
stbfm,7000,493,250.0,30.0,0.0625,1,0.3729937499999778,binary_4
stbfm,7000,493,250.0,30.0,0.03125,5,0.39565824999999677,binary_5
stbfm,7000,493,250.0,30.0,0.015625,30,0.3838727080000126,binary_6
stbfm,7000,493,250.0,30.0,0.0078125,76,0.38126708300001155,binary_7
stbfm,7000,493,250.0,30.0,0.00390625,128,0.37989666700002545,binary_8
stbfm,7000,493,250.0,60.0,0.0,847,0.5214192909999724,low
stbfm,7000,493,250.0,60.0,1.0,0,0.49608620800000836,high
stbfm,7000,493,250.0,60.0,0.5,0,0.4964771670000232,binary_1
stbfm,7000,493,250.0,60.0,0.25,0,0.47486558299999615,binary_2
stbfm,7000,493,250.0,60.0,0.125,0,0.4783775409999862,binary_3
stbfm,7000,493,250.0,60.0,0.0625,2,0.475328042000001,binary_4
stbfm,7000,493,250.0,60.0,0.03125,17,0.6161184169999956,binary_5
stbfm,7000,493,250.0,60.0,0.015625,64,0.5334132079999563,binary_6
stbfm,7000,493,250.0,60.0,0.0078125,114,0.5539082500000063,binary_7
stbfm,7000,493,250.0,60.0,0.00390625,232,0.5194442499999923,binary_8
stbfm,7000,493,250.0,120.0,0.0,2304,0.72992270900005,low
stbfm,7000,493,250.0,120.0,1.0,0,0.6814844579999999,high
stbfm,7000,493,250.0,120.0,0.5,0,0.6740173749999485,binary_1
stbfm,7000,493,250.0,120.0,0.25,0,0.6772169579999741,binary_2
stbfm,7000,493,250.0,120.0,0.125,1,0.7144902090000187,binary_3
stbfm,7000,493,250.0,120.0,0.0625,8,0.7235717080000086,binary_4
stbfm,7000,493,250.0,120.0,0.03125,46,0.7695665420000068,binary_5
stbfm,7000,493,250.0,120.0,0.015625,97,0.6892086670000026,binary_6
stbfm,7000,493,250.0,120.0,0.0078125,222,0.7055353750000108,binary_7
stbfm,7000,493,250.0,120.0,0.00390625,527,0.7137471660000188,binary_8
