algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
stbfm,10500,67,250.0,15.0,0.0,268,0.5021594999998342,low
stbfm,10500,67,250.0,15.0,1.0,0,0.47364329199990607,high
stbfm,10500,67,250.0,15.0,0.5,0,0.5024546249999275,binary_1
stbfm,10500,67,250.0,15.0,0.25,0,0.46894787499991253,binary_2
stbfm,10500,67,250.0,15.0,0.125,0,0.49700925000001916,binary_3
stbfm,10500,67,250.0,15.0,0.0625,0,0.511641999999938,binary_4
stbfm,10500,67,250.0,15.0,0.03125,3,0.5399301669999659,binary_5
stbfm,10500,67,250.0,15.0,0.015625,11,0.5426879159999771,binary_6
stbfm,10500,67,250.0,15.0,0.0078125,51,1.126586750000115,binary_7
stbfm,10500,67,250.0,15.0,0.00390625,99,0.6340137909999157,binary_8
stbfm,10500,67,250.0,30.0,0.0,427,0.6499474170000212,low
stbfm,10500,67,250.0,30.0,1.0,0,0.6104393329999311,high
stbfm,10500,67,250.0,30.0,0.5,0,0.5973842089999835,binary_1
stbfm,10500,67,250.0,30.0,0.25,0,0.6112031659999957,binary_2
stbfm,10500,67,250.0,30.0,0.125,0,0.5854518749999897,binary_3
stbfm,10500,67,250.0,30.0,0.0625,0,0.604751958000179,binary_4
stbfm,10500,67,250.0,30.0,0.03125,3,0.5853096250000362,binary_5
stbfm,10500,67,250.0,30.0,0.015625,29,0.5804149580001194,binary_6
stbfm,10500,67,250.0,30.0,0.0078125,78,0.5805651670000316,binary_7
