algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
stbfm,8500,3854,250.0,15.0,0.0,235,0.44469262500001605,low
stbfm,8500,3854,250.0,15.0,1.0,0,0.395180957999969,high
stbfm,8500,3854,250.0,15.0,0.5,0,0.38897179200000664,binary_1
stbfm,8500,3854,250.0,15.0,0.25,0,0.38894887500009645,binary_2
stbfm,8500,3854,250.0,15.0,0.125,0,0.3876711249999971,binary_3
stbfm,8500,3854,250.0,15.0,0.0625,0,0.3869005420000349,binary_4
stbfm,8500,3854,250.0,15.0,0.03125,3,0.4141634589999512,binary_5
stbfm,8500,3854,250.0,15.0,0.015625,11,0.3894841250000809,binary_6
stbfm,8500,3854,250.0,15.0,0.0078125,47,0.40532583300000624,binary_7
stbfm,8500,3854,250.0,15.0,0.00390625,87,0.40992437499994594,binary_8
stbfm,8500,3854,250.0,30.0,0.0,374,0.47618612499991286,low
stbfm,8500,3854,250.0,30.0,1.0,0,0.49122204200000397,high
stbfm,8500,3854,250.0,30.0,0.5,0,0.4707684589999417,binary_1
stbfm,8500,3854,250.0,30.0,0.25,0,0.4906170420000535,binary_2
stbfm,8500,3854,250.0,30.0,0.125,0,0.4711641670000972,binary_3
stbfm,8500,3854,250.0,30.0,0.0625,0,0.46637762499995006,binary_4
stbfm,8500,3854,250.0,30.0,0.03125,5,0.46459204199993565,binary_5
stbfm,8500,3854,250.0,30.0,0.015625,27,0.49976070799993977,binary_6
stbfm,8500,3854,250.0,30.0,0.0078125,72,0.474323125000069,binary_7
stbfm,8500,3854,250.0,30.0,0.00390625,126,0.47873358300000746,binary_8
stbfm,8500,3854,250.0,60.0,0.0,936,0.6270943750000697,low
stbfm,8500,3854,250.0,60.0,1.0,0,0.6124660829999584,high
stbfm,8500,3854,250.0,60.0,0.5,0,0.6519470000000638,binary_1
stbfm,8500,3854,250.0,60.0,0.25,0,0.6063179170000694,binary_2
stbfm,8500,3854,250.0,60.0,0.125,0,0.6027263749999747,binary_3
stbfm,8500,3854,250.0,60.0,0.0625,2,0.6063064170000416,binary_4
stbfm,8500,3854,250.0,60.0,0.03125,11,0.6051176249999344,binary_5
stbfm,8500,3854,250.0,60.0,0.015625,65,0.614143166999952,binary_6
stbfm,8500,3854,250.0,60.0,0.0078125,115,0.6230106670000168,binary_7
stbfm,8500,3854,250.0,60.0,0.00390625,198,0.6681136250000463,binary_8
stbfm,8500,3854,250.0,120.0,0.0,2512,0.9124969590000092,low
stbfm,8500,3854,250.0,120.0,1.0,0,0.829682000000048,high
stbfm,8500,3854,250.0,120.0,0.5,0,0.8217762080000739,binary_1
stbfm,8500,3854,250.0,120.0,0.25,0,0.8599142080000775,binary_2
stbfm,8500,3854,250.0,120.0,0.125,0,1.1098689579999927,binary_3
stbfm,8500,3854,250.0,120.0,0.0625,5,0.9208503329999758,binary_4
stbfm,8500,3854,250.0,120.0,0.03125,39,0.8872649170000386,binary_5
stbfm,8500,3854,250.0,120.0,0.015625,97,0.9268542499999057,binary_6
stbfm,8500,3854,250.0,120.0,0.0078125,209,0.942074957999921,binary_7
stbfm,8500,3854,250.0,120.0,0.00390625,418,1.0036470839999083,binary_8
stbfm,8500,3854,250.0,240.0,0.0,6920,1.446541375000038,low
stbfm,8500,3854,250.0,240.0,1.0,0,1.2572638330000245,high
stbfm,8500,3854,250.0,240.0,0.5,0,1.2431909169999926,binary_1
stbfm,8500,3854,250.0,240.0,0.25,0,1.2906671660000484,binary_2
