algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
stbfm,13500,2357,250.0,15.0,0.0,393,0.6474791669998012,low
stbfm,13500,2357,250.0,15.0,1.0,0,0.6225022500002524,high
stbfm,13500,2357,250.0,15.0,0.5,0,0.6304899159999877,binary_1
stbfm,13500,2357,250.0,15.0,0.25,0,0.6554215419996581,binary_2
stbfm,13500,2357,250.0,15.0,0.125,0,0.6293704999998226,binary_3
stbfm,13500,2357,250.0,15.0,0.0625,0,0.6309142499999325,binary_4
stbfm,13500,2357,250.0,15.0,0.03125,3,0.6546770840000136,binary_5
stbfm,13500,2357,250.0,15.0,0.015625,12,0.6327936249999766,binary_6
stbfm,13500,2357,250.0,15.0,0.0078125,45,0.6397406249998312,binary_7
stbfm,13500,2357,250.0,15.0,0.00390625,100,0.6818289160000859,binary_8
stbfm,13500,2357,250.0,30.0,0.0,569,0.7817560829998911,low
stbfm,13500,2357,250.0,30.0,1.0,0,0.7484373749998667,high
stbfm,13500,2357,250.0,30.0,0.5,0,0.7481179999999767,binary_1
stbfm,13500,2357,250.0,30.0,0.25,0,0.7961972499997501,binary_2
stbfm,13500,2357,250.0,30.0,0.125,0,0.7502683329998945,binary_3
stbfm,13500,2357,250.0,30.0,0.0625,0,0.7507417090000672,binary_4
stbfm,13500,2357,250.0,30.0,0.03125,4,0.7706385000001319,binary_5
stbfm,13500,2357,250.0,30.0,0.015625,30,0.7765674170000239,binary_6
stbfm,13500,2357,250.0,30.0,0.0078125,75,0.763438208000025,binary_7
stbfm,13500,2357,250.0,30.0,0.00390625,129,0.7904855829997359,binary_8
stbfm,13500,2357,250.0,60.0,0.0,1301,1.0126322500000242,low
stbfm,13500,2357,250.0,60.0,1.0,0,0.9713732920004077,high
stbfm,13500,2357,250.0,60.0,0.5,0,0.9981468340001811,binary_1
stbfm,13500,2357,250.0,60.0,0.25,0,0.9671334580002622,binary_2
stbfm,13500,2357,250.0,60.0,0.125,0,0.9755984170001284,binary_3
stbfm,13500,2357,250.0,60.0,0.0625,3,0.9689767089998895,binary_4
stbfm,13500,2357,250.0,60.0,0.03125,10,1.001907874999688,binary_5
stbfm,13500,2357,250.0,60.0,0.015625,60,1.0111040000001594,binary_6
stbfm,13500,2357,250.0,60.0,0.0078125,121,1.0014496660000987,binary_7
stbfm,13500,2357,250.0,60.0,0.00390625,212,1.0358633340001688,binary_8
stbfm,13500,2357,250.0,120.0,0.0,3505,1.5370341670000016,low
stbfm,13500,2357,250.0,120.0,1.0,0,1.395082375000129,high
stbfm,13500,2357,250.0,120.0,0.5,0,1.4494137499996214,binary_1
stbfm,13500,2357,250.0,120.0,0.25,0,1.3789142499999798,binary_2
stbfm,13500,2357,250.0,120.0,0.125,1,1.3780598330004068,binary_3
stbfm,13500,2357,250.0,120.0,0.0625,6,1.412413000000015,binary_4
stbfm,13500,2357,250.0,120.0,0.03125,38,1.3949557500000083,binary_5
stbfm,13500,2357,250.0,120.0,0.015625,101,1.4119268750000629,binary_6
stbfm,13500,2357,250.0,120.0,0.0078125,230,1.4505397079997238,binary_7
stbfm,13500,2357,250.0,120.0,0.00390625,426,1.4518502500000068,binary_8
stbfm,13500,2357,250.0,240.0,0.0,9549,2.298781292000058,low
stbfm,13500,2357,250.0,240.0,1.0,0,2.0285328330000993,high
stbfm,13500,2357,250.0,240.0,0.5,0,2.0690344169997843,binary_1
stbfm,13500,2357,250.0,240.0,0.25,0,2.0210861660002593,binary_2
stbfm,13500,2357,250.0,240.0,0.125,3,2.012899125000331,binary_3
stbfm,13500,2357,250.0,240.0,0.0625,23,2.040422750000289,binary_4
stbfm,13500,2357,250.0,240.0,0.03125,77,2.1147863750002216,binary_5
stbfm,13500,2357,250.0,240.0,0.015625,213,2.1060744579999664,binary_6
stbfm,13500,2357,250.0,240.0,0.0078125,476,2.1818072089999987,binary_7
stbfm,13500,2357,250.0,240.0,0.00390625,1260,2.1734106669996436,binary_8
stbfm,13500,2357,500.0,15.0,0.0,1376,0.6875123750000967,low
stbfm,13500,2357,500.0,15.0,1.0,0,0.6634803330002796,high
stbfm,13500,2357,500.0,15.0,0.5,0,0.829309541999919,binary_1
stbfm,13500,2357,500.0,15.0,0.25,0,0.7523760419999235,binary_2
stbfm,13500,2357,500.0,15.0,0.125,0,0.6746528749999925,binary_3
stbfm,13500,2357,500.0,15.0,0.0625,3,0.7015742500002489,binary_4
stbfm,13500,2357,500.0,15.0,0.03125,10,0.6592981250000776,binary_5
stbfm,13500,2357,500.0,15.0,0.015625,52,0.6581680839999535,binary_6
stbfm,13500,2357,500.0,15.0,0.0078125,119,0.6902365000000827,binary_7
stbfm,13500,2357,500.0,15.0,0.00390625,211,0.6769040839999434,binary_8
stbfm,13500,2357,500.0,30.0,0.0,4459,0.8811566670001412,low
stbfm,13500,2357,500.0,30.0,1.0,0,0.8087540840001566,high
stbfm,13500,2357,500.0,30.0,0.5,0,0.7540725419999035,binary_1
stbfm,13500,2357,500.0,30.0,0.25,0,0.7665842080000402,binary_2
stbfm,13500,2357,500.0,30.0,0.125,0,0.799090250000063,binary_3
stbfm,13500,2357,500.0,30.0,0.0625,7,0.849191874999633,binary_4
stbfm,13500,2357,500.0,30.0,0.03125,37,0.7800179579999167,binary_5
stbfm,13500,2357,500.0,30.0,0.015625,113,0.8232732500000566,binary_6
stbfm,13500,2357,500.0,30.0,0.0078125,229,0.8011892910003553,binary_7
stbfm,13500,2357,500.0,30.0,0.00390625,516,0.8239346249997652,binary_8
stbfm,13500,2357,500.0,60.0,0.0,15960,1.3852721250000286,low
stbfm,13500,2357,500.0,60.0,1.0,0,0.9660345420002159,high
stbfm,13500,2357,500.0,60.0,0.5,0,0.9668017500002861,binary_1
stbfm,13500,2357,500.0,60.0,0.25,0,0.9629872079999586,binary_2
stbfm,13500,2357,500.0,60.0,0.125,5,1.0155372090002857,binary_3
stbfm,13500,2357,500.0,60.0,0.0625,25,1.0028647079998336,binary_4
stbfm,13500,2357,500.0,60.0,0.03125,105,1.0266593329997704,binary_5
stbfm,13500,2357,500.0,60.0,0.015625,291,1.11601170799986,binary_6
stbfm,13500,2357,500.0,60.0,0.0078125,754,1.1149510000000191,binary_7
stbfm,13500,2357,500.0,60.0,0.00390625,2047,1.1417742909998196,binary_8
