algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
stbfm,1000,5190,250.0,15.0,0.0,73,0.047022917000006714,low
stbfm,1000,5190,250.0,15.0,1.0,0,0.04859437500000752,high
stbfm,1000,5190,250.0,15.0,0.5,0,0.04595912499999599,binary_1
stbfm,1000,5190,250.0,15.0,0.25,0,0.05651433299999553,binary_2
stbfm,1000,5190,250.0,15.0,0.125,0,0.05794587500000148,binary_3
stbfm,1000,5190,250.0,15.0,0.0625,1,0.04849791700000594,binary_4
stbfm,1000,5190,250.0,15.0,0.03125,9,0.04610824999998897,binary_5
stbfm,1000,5190,250.0,15.0,0.015625,37,0.04901979100000631,binary_6
stbfm,1000,5190,250.0,15.0,0.0078125,56,0.05018779099999904,binary_7
stbfm,1000,5190,250.0,15.0,0.00390625,73,0.06235391599999218,binary_8
stbfm,1000,5190,250.0,30.0,0.0,103,0.14014445899999828,low
stbfm,1000,5190,250.0,30.0,1.0,0,0.0562269999999927,high
stbfm,1000,5190,250.0,30.0,0.5,0,0.05556266600000015,binary_1
stbfm,1000,5190,250.0,30.0,0.25,0,0.15683975000000316,binary_2
stbfm,1000,5190,250.0,30.0,0.125,0,0.05838487500000156,binary_3
stbfm,1000,5190,250.0,30.0,0.0625,1,0.05713275000000806,binary_4
stbfm,1000,5190,250.0,30.0,0.03125,16,0.05595129200000315,binary_5
stbfm,1000,5190,250.0,30.0,0.015625,50,0.055176791999997477,binary_6
stbfm,1000,5190,250.0,30.0,0.0078125,82,0.055905917000004024,binary_7
stbfm,1000,5190,250.0,30.0,0.00390625,103,0.05553162500000042,binary_8
stbfm,1000,5190,250.0,60.0,0.0,238,0.08535291699999448,low
stbfm,1000,5190,250.0,60.0,1.0,0,0.08044750000000533,high
stbfm,1000,5190,250.0,60.0,0.5,0,0.09140679099999716,binary_1
stbfm,1000,5190,250.0,60.0,0.25,0,0.08430216699998994,binary_2
stbfm,1000,5190,250.0,60.0,0.125,0,0.07065108300000134,binary_3
stbfm,1000,5190,250.0,60.0,0.0625,5,0.07156883300000061,binary_4
stbfm,1000,5190,250.0,60.0,0.03125,30,0.07308458300001064,binary_5
stbfm,1000,5190,250.0,60.0,0.015625,89,0.07315916700000002,binary_6
stbfm,1000,5190,250.0,60.0,0.0078125,187,0.07295745899999417,binary_7
stbfm,1000,5190,250.0,60.0,0.00390625,238,0.07363758300000711,binary_8
stbfm,1000,5190,250.0,120.0,0.0,651,0.10970437500000685,low
stbfm,1000,5190,250.0,120.0,1.0,0,0.1058548329999951,high
stbfm,1000,5190,250.0,120.0,0.5,0,0.11380287500000463,binary_1
stbfm,1000,5190,250.0,120.0,0.25,0,0.10422758299999657,binary_2
stbfm,1000,5190,250.0,120.0,0.125,2,0.10569458300000178,binary_3
stbfm,1000,5190,250.0,120.0,0.0625,19,0.12396366700001238,binary_4
stbfm,1000,5190,250.0,120.0,0.03125,70,0.1743949579999935,binary_5
