algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
stbfm,10000,2987,250.0,15.0,0.0,246,0.47830212500002744,low
stbfm,10000,2987,250.0,15.0,1.0,0,0.4653577500000665,high
stbfm,10000,2987,250.0,15.0,0.5,0,0.475551084000017,binary_1
stbfm,10000,2987,250.0,15.0,0.25,0,0.5246301249999306,binary_2
stbfm,10000,2987,250.0,15.0,0.125,0,0.5497021670000777,binary_3
stbfm,10000,2987,250.0,15.0,0.0625,0,0.6172018750000916,binary_4
stbfm,10000,2987,250.0,15.0,0.03125,3,0.5307185419999314,binary_5
stbfm,10000,2987,250.0,15.0,0.015625,10,0.4879291250001643,binary_6
stbfm,10000,2987,250.0,15.0,0.0078125,46,0.4483154580000246,binary_7
stbfm,10000,2987,250.0,15.0,0.00390625,92,0.44903324999995675,binary_8
stbfm,10000,2987,250.0,30.0,0.0,384,0.5371070419998887,low
stbfm,10000,2987,250.0,30.0,1.0,0,0.5261687080001138,high
stbfm,10000,2987,250.0,30.0,0.5,0,0.5442343750000873,binary_1
stbfm,10000,2987,250.0,30.0,0.25,0,0.5248737080000865,binary_2
stbfm,10000,2987,250.0,30.0,0.125,0,0.5497257499998796,binary_3
stbfm,10000,2987,250.0,30.0,0.0625,0,0.5455589589998908,binary_4
stbfm,10000,2987,250.0,30.0,0.03125,3,0.5636898329998985,binary_5
stbfm,10000,2987,250.0,30.0,0.015625,28,0.5299059579999721,binary_6
stbfm,10000,2987,250.0,30.0,0.0078125,72,0.5303907079999135,binary_7
stbfm,10000,2987,250.0,30.0,0.00390625,126,0.5382675840000957,binary_8
stbfm,10000,2987,250.0,60.0,0.0,990,0.7232560840000133,low
stbfm,10000,2987,250.0,60.0,1.0,0,0.6836102080001183,high
stbfm,10000,2987,250.0,60.0,0.5,0,0.6749554580001131,binary_1
stbfm,10000,2987,250.0,60.0,0.25,0,0.674643332999949,binary_2
stbfm,10000,2987,250.0,60.0,0.125,0,0.6785145000001194,binary_3
stbfm,10000,2987,250.0,60.0,0.0625,2,0.6985783750001247,binary_4
stbfm,10000,2987,250.0,60.0,0.03125,11,0.6798268749998897,binary_5
stbfm,10000,2987,250.0,60.0,0.015625,59,0.6834592089999205,binary_6
stbfm,10000,2987,250.0,60.0,0.0078125,110,0.6926141660001122,binary_7
stbfm,10000,2987,250.0,60.0,0.00390625,210,0.7126647910001793,binary_8
stbfm,10000,2987,250.0,120.0,0.0,2705,1.0288411670001096,low
stbfm,10000,2987,250.0,120.0,1.0,0,1.13608116599994,high
stbfm,10000,2987,250.0,120.0,0.5,0,1.0574001669999689,binary_1
stbfm,10000,2987,250.0,120.0,0.25,0,1.2857804580000902,binary_2
stbfm,10000,2987,250.0,120.0,0.125,0,1.0258758749998833,binary_3
stbfm,10000,2987,250.0,120.0,0.0625,4,1.0269084169999587,binary_4
stbfm,10000,2987,250.0,120.0,0.03125,38,1.0118949160000739,binary_5
stbfm,10000,2987,250.0,120.0,0.015625,90,1.1143440830001055,binary_6
stbfm,10000,2987,250.0,120.0,0.0078125,205,1.085843167000121,binary_7
stbfm,10000,2987,250.0,120.0,0.00390625,438,1.035739790999969,binary_8
