algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
stbfm,3000,161,250.0,15.0,0.0,123,0.14299041699999293,low
stbfm,3000,161,250.0,15.0,1.0,0,0.1512920000000122,high
stbfm,3000,161,250.0,15.0,0.5,0,0.13737374999999474,binary_1
stbfm,3000,161,250.0,15.0,0.25,0,0.1350276249999922,binary_2
stbfm,3000,161,250.0,15.0,0.125,0,0.1389769999999828,binary_3
stbfm,3000,161,250.0,15.0,0.0625,0,0.13545870900000523,binary_4
stbfm,3000,161,250.0,15.0,0.03125,3,0.13526716600000555,binary_5
stbfm,3000,161,250.0,15.0,0.015625,10,0.1379880000000071,binary_6
stbfm,3000,161,250.0,15.0,0.0078125,54,0.13513658300001907,binary_7
stbfm,3000,161,250.0,15.0,0.00390625,94,0.14060858299998813,binary_8
stbfm,3000,161,250.0,30.0,0.0,160,0.17149991700000555,low
stbfm,3000,161,250.0,30.0,1.0,0,0.16060112499999946,high
stbfm,3000,161,250.0,30.0,0.5,0,0.15862104100000352,binary_1
stbfm,3000,161,250.0,30.0,0.25,0,0.16306279200000517,binary_2
stbfm,3000,161,250.0,30.0,0.125,0,0.16128483400001414,binary_3
stbfm,3000,161,250.0,30.0,0.0625,0,0.15554208300000028,binary_4
stbfm,3000,161,250.0,30.0,0.03125,5,0.15843758400001207,binary_5
stbfm,3000,161,250.0,30.0,0.015625,25,0.15911395899999548,binary_6
stbfm,3000,161,250.0,30.0,0.0078125,81,0.15625887500002023,binary_7
stbfm,3000,161,250.0,30.0,0.00390625,125,0.16880983300001162,binary_8
