algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
stbfm,21000,516,250.0,15.0,0.0,1031,1.243801833014004,low
stbfm,21000,516,250.0,15.0,1.0,0,1.1853556670248508,high
stbfm,21000,516,250.0,15.0,0.5,0,1.15626420796616,binary_1
stbfm,21000,516,250.0,15.0,0.25,0,1.1774514580029063,binary_2
stbfm,21000,516,250.0,15.0,0.125,0,1.1629844580311328,binary_3
stbfm,21000,516,250.0,15.0,0.0625,0,1.189688207989093,binary_4
stbfm,21000,516,250.0,15.0,0.03125,6,1.5581783329835162,binary_5
stbfm,21000,516,250.0,15.0,0.015625,32,1.4105029999627732,binary_6
stbfm,21000,516,250.0,15.0,0.0078125,103,1.3188044170383364,binary_7
stbfm,21000,516,250.0,15.0,0.00390625,226,1.25882037502015,binary_8
stbfm,21000,516,250.0,30.0,0.0,1760,1.5021938750287518,low
stbfm,21000,516,250.0,30.0,1.0,0,1.4387679999927059,high
stbfm,21000,516,250.0,30.0,0.5,0,1.3869076250120997,binary_1
stbfm,21000,516,250.0,30.0,0.25,0,1.4515149170183577,binary_2
stbfm,21000,516,250.0,30.0,0.125,0,1.5296819999930449,binary_3
stbfm,21000,516,250.0,30.0,0.0625,1,1.3888314579962753,binary_4
stbfm,21000,516,250.0,30.0,0.03125,9,1.4403252080082893,binary_5
stbfm,21000,516,250.0,30.0,0.015625,63,1.5264203330152668,binary_6
stbfm,21000,516,250.0,30.0,0.0078125,167,1.6325672499951907,binary_7
stbfm,21000,516,250.0,30.0,0.00390625,351,2.0513988750171848,binary_8
stbfm,21000,516,250.0,60.0,0.0,4344,2.1436946660396643,low
stbfm,21000,516,250.0,60.0,1.0,0,1.9394790000515059,high
stbfm,21000,516,250.0,60.0,0.5,0,1.8711477079777978,binary_1
stbfm,21000,516,250.0,60.0,0.25,0,1.8241954169934615,binary_2
stbfm,21000,516,250.0,60.0,0.125,0,1.8502457920112647,binary_3
stbfm,21000,516,250.0,60.0,0.0625,5,1.8127928749890998,binary_4
stbfm,21000,516,250.0,60.0,0.03125,27,1.8328435840085149,binary_5
stbfm,21000,516,250.0,60.0,0.015625,117,1.8815157089848071,binary_6
stbfm,21000,516,250.0,60.0,0.0078125,273,1.875544374983292,binary_7
stbfm,21000,516,250.0,60.0,0.00390625,586,1.935739292006474,binary_8
stbfm,21000,516,250.0,120.0,0.0,13941,2.9511683330056258,low
stbfm,21000,516,250.0,120.0,1.0,0,2.646288458025083,high
stbfm,21000,516,250.0,120.0,0.5,0,2.6009338749572635,binary_1
stbfm,21000,516,250.0,120.0,0.25,0,2.6122800830053166,binary_2
stbfm,21000,516,250.0,120.0,0.125,1,2.5961062500136904,binary_3
stbfm,21000,516,250.0,120.0,0.0625,12,2.713198542012833,binary_4
stbfm,21000,516,250.0,120.0,0.03125,72,3.95531716698315,binary_5
stbfm,21000,516,250.0,120.0,0.015625,220,2.7243094579898752,binary_6
stbfm,21000,516,250.0,120.0,0.0078125,497,3.9078739170217887,binary_7
