algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
sts_miner,18000,343,250.0,15.0,1.0,644,3.128966541000409,low
sts_miner,18000,343,250.0,15.0,2.0,644,3.2420006669999566,high
sts_miner,18000,343,250.0,15.0,4.0,644,3.1000614579970716,expand_high
sts_miner,18000,343,250.0,15.0,8.0,644,3.2315309169935063,expand_high
sts_miner,18000,343,250.0,15.0,16.0,638,3.0938831249950454,expand_high
sts_miner,18000,343,250.0,15.0,32.0,608,3.0078592500067316,expand_high
sts_miner,18000,343,250.0,15.0,64.0,469,2.61698420898756,expand_high
sts_miner,18000,343,250.0,15.0,128.0,341,3.778639416996157,expand_high
sts_miner,18000,343,250.0,15.0,96.0,415,3.1040454169997247,binary_1
sts_miner,18000,343,250.0,15.0,112.0,378,2.9276614590053214,binary_2
