algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
sts_miner,10500,67,250.0,15.0,1.0,268,1.2681146249999529,low
sts_miner,10500,67,250.0,15.0,2.0,268,1.0054411660000824,high
sts_miner,10500,67,250.0,15.0,4.0,268,1.0837722500000382,expand_high
sts_miner,10500,67,250.0,15.0,8.0,268,1.0234560830001556,expand_high
sts_miner,10500,67,250.0,15.0,16.0,264,1.0084284590000152,expand_high
sts_miner,10500,67,250.0,15.0,32.0,253,1.0499515000001338,expand_high
sts_miner,10500,67,250.0,15.0,64.0,224,1.4425425829999767,expand_high
sts_miner,10500,67,250.0,15.0,128.0,164,0.9133076670000264,expand_high
sts_miner,10500,67,250.0,15.0,256.0,85,0.6899848329999259,expand_high
sts_miner,10500,67,250.0,15.0,512.0,23,0.5571442080001816,expand_high
sts_miner,10500,67,250.0,15.0,384.0,38,0.680066375000024,binary_1
sts_miner,10500,67,250.0,15.0,320.0,55,0.6047360000000026,binary_2
sts_miner,10500,67,250.0,15.0,288.0,64,0.698210083000049,binary_3
