algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
sts_miner,2000,3377,250.0,15.0,1.0,97,0.12040808300000094,low
sts_miner,2000,3377,250.0,15.0,2.0,97,0.12065141700000481,high
sts_miner,2000,3377,250.0,15.0,1.5,97,0.12220229199999721,binary_1
sts_miner,2000,3377,250.0,15.0,1.25,97,0.1270554590000046,binary_2
sts_miner,2000,3377,250.0,15.0,1.125,97,0.12252862500000106,binary_3
sts_miner,2000,3377,250.0,15.0,1.0625,97,0.1295151249999975,binary_4
sts_miner,2000,3377,250.0,15.0,1.03125,97,0.12281104200000925,binary_5
sts_miner,2000,3377,250.0,15.0,1.015625,97,0.12156366700000376,binary_6
sts_miner,2000,3377,250.0,15.0,1.0078125,97,0.12315387499999986,binary_7
sts_miner,2000,3377,250.0,15.0,1.00390625,97,0.12092637499999626,binary_8
sts_miner,2000,3377,250.0,30.0,1.0,133,0.15435112499999093,low
sts_miner,2000,3377,250.0,30.0,2.0,133,0.15386175000000435,high
sts_miner,2000,3377,250.0,30.0,1.5,133,0.15054529200000388,binary_1
sts_miner,2000,3377,250.0,30.0,1.25,133,0.150263166000002,binary_2
sts_miner,2000,3377,250.0,30.0,1.125,133,0.1541145000000057,binary_3
sts_miner,2000,3377,250.0,30.0,1.0625,133,0.15327554199998872,binary_4
sts_miner,2000,3377,250.0,30.0,1.03125,133,0.15025945899999726,binary_5
sts_miner,2000,3377,250.0,30.0,1.015625,133,0.1566137920000017,binary_6
sts_miner,2000,3377,250.0,30.0,1.0078125,133,0.15200825000000862,binary_7
sts_miner,2000,3377,250.0,30.0,1.00390625,133,0.15363112500000398,binary_8
sts_miner,2000,3377,250.0,60.0,1.0,295,0.23217158299999596,low
sts_miner,2000,3377,250.0,60.0,2.0,295,0.22647729199999844,high
sts_miner,2000,3377,250.0,60.0,1.5,295,0.2259141669999991,binary_1
sts_miner,2000,3377,250.0,60.0,1.25,295,0.23134245900001815,binary_2
sts_miner,2000,3377,250.0,60.0,1.125,295,0.26286029199999916,binary_3
sts_miner,2000,3377,250.0,60.0,1.0625,295,0.23095216600000867,binary_4
sts_miner,2000,3377,250.0,60.0,1.03125,295,0.22591220900000053,binary_5
sts_miner,2000,3377,250.0,60.0,1.015625,295,0.22566087500001686,binary_6
sts_miner,2000,3377,250.0,60.0,1.0078125,295,0.22573820799999567,binary_7
sts_miner,2000,3377,250.0,60.0,1.00390625,295,0.22558050000000662,binary_8
sts_miner,2000,3377,250.0,120.0,1.0,760,0.39952216700001486,low
sts_miner,2000,3377,250.0,120.0,2.0,760,0.4137061250000045,high
sts_miner,2000,3377,250.0,120.0,1.5,760,0.41403804199998717,binary_1
sts_miner,2000,3377,250.0,120.0,1.25,760,0.43602945799997883,binary_2
sts_miner,2000,3377,250.0,120.0,1.125,760,0.40454149999999345,binary_3
sts_miner,2000,3377,250.0,120.0,1.0625,760,0.4005769999999984,binary_4
sts_miner,2000,3377,250.0,120.0,1.03125,760,0.4010003750000237,binary_5
sts_miner,2000,3377,250.0,120.0,1.015625,760,0.4033609159999969,binary_6
sts_miner,2000,3377,250.0,120.0,1.0078125,760,0.4057916249999778,binary_7
sts_miner,2000,3377,250.0,120.0,1.00390625,760,0.41787004099998626,binary_8
sts_miner,2000,3377,250.0,240.0,1.0,2185,0.8865567500000111,low
sts_miner,2000,3377,250.0,240.0,2.0,2185,0.9566369590000079,high
sts_miner,2000,3377,250.0,240.0,1.5,2185,0.8307230830000094,binary_1
sts_miner,2000,3377,250.0,240.0,1.25,2185,0.8499937920000207,binary_2
sts_miner,2000,3377,250.0,240.0,1.125,2185,0.8360737499999971,binary_3
sts_miner,2000,3377,250.0,240.0,1.0625,2185,0.8779585830000087,binary_4
sts_miner,2000,3377,250.0,240.0,1.03125,2185,0.8395153749999906,binary_5
sts_miner,2000,3377,250.0,240.0,1.015625,2185,0.8472898750000013,binary_6
sts_miner,2000,3377,250.0,240.0,1.0078125,2185,0.843956999999989,binary_7
sts_miner,2000,3377,250.0,240.0,1.00390625,2185,0.8293112500000177,binary_8
sts_miner,2000,3377,500.0,15.0,1.0,262,0.17172412499999723,low
sts_miner,2000,3377,500.0,15.0,2.0,262,0.17002008299999716,high
sts_miner,2000,3377,500.0,15.0,1.5,262,0.16971874999998704,binary_1
sts_miner,2000,3377,500.0,15.0,1.25,262,0.17043016600001692,binary_2
sts_miner,2000,3377,500.0,15.0,1.125,262,0.17000895800001103,binary_3
sts_miner,2000,3377,500.0,15.0,1.0625,262,0.19691374999999312,binary_4
sts_miner,2000,3377,500.0,15.0,1.03125,262,0.1726633330000027,binary_5
sts_miner,2000,3377,500.0,15.0,1.015625,262,0.17170179199999325,binary_6
sts_miner,2000,3377,500.0,15.0,1.0078125,262,0.268443082999994,binary_7
sts_miner,2000,3377,500.0,15.0,1.00390625,262,0.17275987500002543,binary_8
sts_miner,2000,3377,500.0,30.0,1.0,743,0.2877240830000005,low
sts_miner,2000,3377,500.0,30.0,2.0,743,0.290854582999998,high
sts_miner,2000,3377,500.0,30.0,1.5,743,0.2905069170000161,binary_1
sts_miner,2000,3377,500.0,30.0,1.25,743,0.31324058299998114,binary_2
sts_miner,2000,3377,500.0,30.0,1.125,743,0.30267891599999075,binary_3
sts_miner,2000,3377,500.0,30.0,1.0625,743,0.3061788750000005,binary_4
sts_miner,2000,3377,500.0,30.0,1.03125,743,0.3081777079999881,binary_5
sts_miner,2000,3377,500.0,30.0,1.015625,743,0.30269541699999536,binary_6
sts_miner,2000,3377,500.0,30.0,1.0078125,743,0.3657728330000225,binary_7
sts_miner,2000,3377,500.0,30.0,1.00390625,743,0.29144912499998554,binary_8
sts_miner,2000,3377,500.0,60.0,1.0,3160,0.9388721669999995,low
sts_miner,2000,3377,500.0,60.0,2.0,3160,0.7860874170000045,high
sts_miner,2000,3377,500.0,60.0,1.5,3160,0.713996542000018,binary_1
