algorithm,online_theta,event_count,pattern_count,significant_synapse_count,interval_seconds,cumulative_seconds,snapshot_extraction_seconds,patterns_path,metadata_path
online_stsp,0.15,500,2556,503,4.504198791983072,4.504198791983072,0.038134415983222425,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_000500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_000500_metadata.json
online_stsp,0.15,1000,12081,690,4.87553866597591,9.379737457958981,0.28803125000558794,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_001000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_001000_metadata.json
online_stsp,0.15,1500,99,84,4.867928167048376,14.247665625007357,0.0041589580359868705,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_001500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_001500_metadata.json
online_stsp,0.15,2000,1098,324,4.033669832977466,18.281335457984824,0.015894000011030585,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_002000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_002000_metadata.json
online_stsp,0.15,2500,4059,514,4.165464041987434,22.446799499972258,0.07035929203266278,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_002500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_002500_metadata.json
online_stsp,0.15,3000,95,63,4.422239375009667,26.869038874981925,0.0018252500449307263,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_003000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_003000_metadata.json
online_stsp,0.15,3500,708,338,3.976711791998241,30.845750666980166,0.007270374975632876,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_003500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_003500_metadata.json
online_stsp,0.15,4000,3004,567,4.809329500014428,35.655080166994594,0.04472024994902313,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_004000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_004000_metadata.json
online_stsp,0.15,4500,8053,614,5.533448999980465,41.18852916697506,0.1533671659999527,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_004500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_004500_metadata.json
online_stsp,0.15,5000,31,31,5.305854291014839,46.4943834579899,0.00211237499024719,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_005000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_005000_metadata.json
online_stsp,0.15,5500,1187,415,4.382440124987625,50.87682358297752,0.018869791005272418,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_005500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_005500_metadata.json
online_stsp,0.15,6000,167,103,4.620910459023435,55.49773404200096,0.0021827919990755618,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_006000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_006000_metadata.json
online_stsp,0.15,6500,1752,305,4.037691082980018,59.535425124980975,0.0266721670050174,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_006500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_006500_metadata.json
online_stsp,0.15,7000,165,116,5.106748291989788,64.64217341697076,0.0019261249690316617,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_007000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_007000_metadata.json
online_stsp,0.15,7500,305,148,4.844276666000951,69.48645008297171,0.0034975410089828074,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_007500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_007500_metadata.json
online_stsp,0.15,8000,1847,535,4.633117292018142,74.11956737498986,0.024339916999451816,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_008000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_008000_metadata.json
online_stsp,0.15,8500,6822,681,4.14817016699817,78.26773754198803,0.1147779580205679,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_008500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_008500_metadata.json
online_stsp,0.15,9000,4630,515,4.821131540986244,83.08886908297427,0.08445708395447582,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_009000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_009000_metadata.json
online_stsp,0.15,9500,200,152,5.1992035420262255,88.2880726250005,0.00325933302519843,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_009500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_009500_metadata.json
online_stsp,0.15,10000,885,296,4.116110417002346,92.40418304200284,0.013004457985516638,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_010000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_010000_metadata.json
online_stsp,0.15,10500,5113,665,5.570280790969264,97.9744638329721,0.11363554198760539,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_010500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_010500_metadata.json
online_stsp,0.15,11000,20,20,4.324387459026184,102.29885129199829,0.0012838750262744725,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_011000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_25/theta_0_15/online/online_snapshot_011000_metadata.json
