algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
stbfm,22500,3832,250.0,15.0,0.0,739,1.1803974999929778,low
stbfm,22500,3832,250.0,15.0,1.0,0,1.2349655839934712,high
stbfm,22500,3832,250.0,15.0,0.5,0,1.1479201670008479,binary_1
stbfm,22500,3832,250.0,15.0,0.25,0,1.2674240409978665,binary_2
stbfm,22500,3832,250.0,15.0,0.125,0,1.212168666999787,binary_3
stbfm,22500,3832,250.0,15.0,0.0625,0,1.1388607089902507,binary_4
stbfm,22500,3832,250.0,15.0,0.03125,5,1.1651855000091018,binary_5
stbfm,22500,3832,250.0,15.0,0.015625,14,1.151137209002627,binary_6
stbfm,22500,3832,250.0,15.0,0.0078125,73,1.206911333007156,binary_7
stbfm,22500,3832,250.0,15.0,0.00390625,149,1.164058834008756,binary_8
stbfm,22500,3832,250.0,30.0,0.0,1184,1.4540902500011725,low
stbfm,22500,3832,250.0,30.0,1.0,0,1.4201225840079132,high
stbfm,22500,3832,250.0,30.0,0.5,0,1.390409332991112,binary_1
stbfm,22500,3832,250.0,30.0,0.25,0,1.4357370420038933,binary_2
stbfm,22500,3832,250.0,30.0,0.125,0,1.402975165998214,binary_3
stbfm,22500,3832,250.0,30.0,0.0625,1,1.4155716250097612,binary_4
stbfm,22500,3832,250.0,30.0,0.03125,6,1.5284381250094157,binary_5
stbfm,22500,3832,250.0,30.0,0.015625,37,1.639181667007506,binary_6
stbfm,22500,3832,250.0,30.0,0.0078125,111,1.4960393749934155,binary_7
stbfm,22500,3832,250.0,30.0,0.00390625,213,1.4196386249968782,binary_8
stbfm,22500,3832,250.0,60.0,0.0,3022,1.9458686250000028,low
stbfm,22500,3832,250.0,60.0,1.0,0,1.8602466659940546,high
stbfm,22500,3832,250.0,60.0,0.5,0,1.8068107919971226,binary_1
stbfm,22500,3832,250.0,60.0,0.25,0,1.8106797079963144,binary_2
stbfm,22500,3832,250.0,60.0,0.125,0,1.8269139169860864,binary_3
stbfm,22500,3832,250.0,60.0,0.0625,6,1.8022604580037296,binary_4
stbfm,22500,3832,250.0,60.0,0.03125,18,1.8513932499918155,binary_5
stbfm,22500,3832,250.0,60.0,0.015625,85,1.822325458007981,binary_6
stbfm,22500,3832,250.0,60.0,0.0078125,190,1.8789243750070455,binary_7
stbfm,22500,3832,250.0,60.0,0.00390625,369,1.8885901250032475,binary_8
stbfm,22500,3832,250.0,120.0,0.0,10080,2.9011014999996405,low
stbfm,22500,3832,250.0,120.0,1.0,0,2.5681101250083884,high
stbfm,22500,3832,250.0,120.0,0.5,0,2.558633957989514,binary_1
stbfm,22500,3832,250.0,120.0,0.25,0,2.60540770800435,binary_2
stbfm,22500,3832,250.0,120.0,0.125,2,2.5737095840013353,binary_3
stbfm,22500,3832,250.0,120.0,0.0625,10,2.6209511660126736,binary_4
stbfm,22500,3832,250.0,120.0,0.03125,50,2.6052415419981116,binary_5
stbfm,22500,3832,250.0,120.0,0.015625,157,2.652266624994809,binary_6
stbfm,22500,3832,250.0,120.0,0.0078125,355,2.7065368339972338,binary_7
stbfm,22500,3832,250.0,120.0,0.00390625,791,2.6924475419946248,binary_8
stbfm,22500,3832,250.0,240.0,0.0,34551,4.654417124998872,low
stbfm,22500,3832,250.0,240.0,1.0,0,3.8911763750074897,high
stbfm,22500,3832,250.0,240.0,0.5,0,3.8430846669944003,binary_1
stbfm,22500,3832,250.0,240.0,0.25,0,3.8890122919983696,binary_2
stbfm,22500,3832,250.0,240.0,0.125,6,3.8653848329995526,binary_3
stbfm,22500,3832,250.0,240.0,0.0625,32,3.8911405830003787,binary_4
stbfm,22500,3832,250.0,240.0,0.03125,115,4.000095291004982,binary_5
stbfm,22500,3832,250.0,240.0,0.015625,343,4.05117112500011,binary_6
stbfm,22500,3832,250.0,240.0,0.0078125,889,4.12350316598895,binary_7
stbfm,22500,3832,250.0,240.0,0.00390625,2462,4.177638124994701,binary_8
stbfm,22500,3832,500.0,15.0,0.0,3377,1.267554125006427,low
stbfm,22500,3832,500.0,15.0,1.0,0,1.1699858750071144,high
stbfm,22500,3832,500.0,15.0,0.5,0,1.1450549169967417,binary_1
stbfm,22500,3832,500.0,15.0,0.25,0,1.1365637499984587,binary_2
stbfm,22500,3832,500.0,15.0,0.125,0,1.1784409999963827,binary_3
