algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
sts_miner,1000,2636,250.0,15.0,1.0,73,0.05866370900000106,low
sts_miner,1000,2636,250.0,15.0,2.0,73,0.059342541999996,high
sts_miner,1000,2636,250.0,15.0,1.5,73,0.05837595799999917,binary_1
sts_miner,1000,2636,250.0,15.0,1.25,73,0.05817645800000548,binary_2
sts_miner,1000,2636,250.0,15.0,1.125,73,0.05858829200000315,binary_3
sts_miner,1000,2636,250.0,15.0,1.0625,73,0.05834566600000102,binary_4
sts_miner,1000,2636,250.0,15.0,1.03125,73,0.058265541999993786,binary_5
sts_miner,1000,2636,250.0,15.0,1.015625,73,0.05830025000000205,binary_6
sts_miner,1000,2636,250.0,15.0,1.0078125,73,0.058224291999998457,binary_7
sts_miner,1000,2636,250.0,15.0,1.00390625,73,0.05810254100000378,binary_8
sts_miner,1000,2636,250.0,30.0,1.0,103,0.07548937499999653,low
sts_miner,1000,2636,250.0,30.0,2.0,103,0.0742222080000019,high
sts_miner,1000,2636,250.0,30.0,1.5,103,0.07371304100000486,binary_1
sts_miner,1000,2636,250.0,30.0,1.25,103,0.07364674999999465,binary_2
sts_miner,1000,2636,250.0,30.0,1.125,103,0.07377183299999501,binary_3
sts_miner,1000,2636,250.0,30.0,1.0625,103,0.07534412500000087,binary_4
sts_miner,1000,2636,250.0,30.0,1.03125,103,0.0744426249999961,binary_5
sts_miner,1000,2636,250.0,30.0,1.015625,103,0.07715062500000158,binary_6
sts_miner,1000,2636,250.0,30.0,1.0078125,103,0.07377091699999738,binary_7
sts_miner,1000,2636,250.0,30.0,1.00390625,103,0.07350537499999632,binary_8
sts_miner,1000,2636,250.0,60.0,1.0,238,0.11532462499999951,low
sts_miner,1000,2636,250.0,60.0,2.0,238,0.11533258299999716,high
sts_miner,1000,2636,250.0,60.0,1.5,238,0.11579550000000438,binary_1
sts_miner,1000,2636,250.0,60.0,1.25,238,0.11728270800000473,binary_2
sts_miner,1000,2636,250.0,60.0,1.125,238,0.1166609579999971,binary_3
sts_miner,1000,2636,250.0,60.0,1.0625,238,0.11561379099999414,binary_4
sts_miner,1000,2636,250.0,60.0,1.03125,238,0.11594174999999751,binary_5
sts_miner,1000,2636,250.0,60.0,1.015625,238,0.11553099999999716,binary_6
sts_miner,1000,2636,250.0,60.0,1.0078125,238,0.11548624999999646,binary_7
sts_miner,1000,2636,250.0,60.0,1.00390625,238,0.115431375,binary_8
sts_miner,1000,2636,250.0,120.0,1.0,651,0.2533983750000033,low
sts_miner,1000,2636,250.0,120.0,2.0,651,0.22607087499999778,high
sts_miner,1000,2636,250.0,120.0,1.5,651,0.2251530419999952,binary_1
sts_miner,1000,2636,250.0,120.0,1.25,651,0.22512033300000667,binary_2
sts_miner,1000,2636,250.0,120.0,1.125,651,0.2250613329999993,binary_3
sts_miner,1000,2636,250.0,120.0,1.0625,651,0.22507133300000248,binary_4
sts_miner,1000,2636,250.0,120.0,1.03125,651,0.2251015840000008,binary_5
sts_miner,1000,2636,250.0,120.0,1.015625,651,0.22466191700000593,binary_6
sts_miner,1000,2636,250.0,120.0,1.0078125,651,0.2250659170000091,binary_7
sts_miner,1000,2636,250.0,120.0,1.00390625,651,0.2251603749999873,binary_8
sts_miner,1000,2636,250.0,240.0,1.0,1068,0.38222741700000995,low
sts_miner,1000,2636,250.0,240.0,2.0,1068,0.380911624999996,high
sts_miner,1000,2636,250.0,240.0,1.5,1068,0.38216983300000607,binary_1
sts_miner,1000,2636,250.0,240.0,1.25,1068,0.3814830830000062,binary_2
sts_miner,1000,2636,250.0,240.0,1.125,1068,0.3822259159999959,binary_3
sts_miner,1000,2636,250.0,240.0,1.0625,1068,0.38026487500000883,binary_4
sts_miner,1000,2636,250.0,240.0,1.03125,1068,0.38040216699999974,binary_5
sts_miner,1000,2636,250.0,240.0,1.015625,1068,0.38011591599999406,binary_6
sts_miner,1000,2636,250.0,240.0,1.0078125,1068,0.38264808399999595,binary_7
sts_miner,1000,2636,250.0,240.0,1.00390625,1068,0.38127141699999356,binary_8
sts_miner,1000,2636,500.0,15.0,1.0,190,0.07861379199999874,low
sts_miner,1000,2636,500.0,15.0,2.0,190,0.07855037500000606,high
sts_miner,1000,2636,500.0,15.0,1.5,190,0.07837754199999836,binary_1
sts_miner,1000,2636,500.0,15.0,1.25,190,0.07838691599999947,binary_2
sts_miner,1000,2636,500.0,15.0,1.125,190,0.07833937499999877,binary_3
sts_miner,1000,2636,500.0,15.0,1.0625,190,0.0786482919999969,binary_4
sts_miner,1000,2636,500.0,15.0,1.03125,190,0.07878108400001338,binary_5
sts_miner,1000,2636,500.0,15.0,1.015625,190,0.07854841600000384,binary_6
