algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
sts_miner,14500,519,250.0,15.0,1.0,393,1.8034298750001199,low
sts_miner,14500,519,250.0,15.0,2.0,393,1.7097632080001404,high
sts_miner,14500,519,250.0,15.0,1.5,393,1.7102666670000417,binary_1
sts_miner,14500,519,250.0,15.0,1.25,393,1.8268823339999472,binary_2
sts_miner,14500,519,250.0,15.0,1.125,393,1.7884239589998288,binary_3
sts_miner,14500,519,250.0,15.0,1.0625,393,1.8308162079999875,binary_4
sts_miner,14500,519,250.0,15.0,1.03125,393,1.7896544160000758,binary_5
sts_miner,14500,519,250.0,15.0,1.015625,393,1.72887066699991,binary_6
sts_miner,14500,519,250.0,15.0,1.0078125,393,1.8220260420000614,binary_7
sts_miner,14500,519,250.0,15.0,1.00390625,393,1.7635442499999954,binary_8
sts_miner,14500,519,250.0,30.0,1.0,570,2.444229999999834,low
sts_miner,14500,519,250.0,30.0,2.0,570,2.388874583000188,high
sts_miner,14500,519,250.0,30.0,4.0,570,2.7216999170000236,expand_high
sts_miner,14500,519,250.0,30.0,8.0,565,2.307077584000126,expand_high
sts_miner,14500,519,250.0,30.0,16.0,551,2.5437385830000494,expand_high
sts_miner,14500,519,250.0,30.0,32.0,492,2.6271745000001374,expand_high
sts_miner,14500,519,250.0,30.0,24.0,534,2.5902544170000965,binary_1
