algorithm,online_theta,event_count,pattern_count,significant_synapse_count,interval_seconds,cumulative_seconds,snapshot_extraction_seconds,patterns_path,metadata_path
online_stsp,0.1,500,28,28,2.228082625,2.228082625,0.0002620000000010947,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_000500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_000500_metadata.json
online_stsp,0.1,1000,4628,342,2.011336667,4.239419292,0.11592062499999933,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_001000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_001000_metadata.json
online_stsp,0.1,1500,1449,233,2.1126284999999996,6.352047792,0.017591459000000143,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_001500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_001500_metadata.json
online_stsp,0.1,2000,3015,435,2.531336249999999,8.883384042,0.03414312499999994,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_002000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_002000_metadata.json
online_stsp,0.1,2500,16,15,2.2119261250000015,11.095310167000001,0.0008110000000023376,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_002500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_002500_metadata.json
online_stsp,0.1,3000,161,111,2.132580000000001,13.227890167000002,0.0015481250000028979,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_003000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_003000_metadata.json
online_stsp,0.1,3500,779,266,2.1829157499999994,15.410805917000001,0.008023708000003182,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_003500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_003500_metadata.json
online_stsp,0.1,4000,39,32,2.3921777079999984,17.802983625,0.0004806249999980139,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_004000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_004000_metadata.json
online_stsp,0.1,4500,3612,474,2.4926312090000025,20.295614834000002,0.044971290999999525,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_004500_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_004500_metadata.json
online_stsp,0.1,5000,760,190,2.3102238749999984,22.605838709,0.010454125000002534,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_005000_patterns.csv,Results/Quantitative_experiment/run_20260521_144433/event_types_15/theta_0_10/online/online_snapshot_005000_metadata.json
