algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
sts_miner,28000,1500,250.0,15.0,1.0,1176,7.072539041982964,low
sts_miner,28000,1500,250.0,15.0,2.0,1176,6.840685792034492,high
sts_miner,28000,1500,250.0,15.0,1.5,1176,6.8261015840107575,binary_1
sts_miner,28000,1500,250.0,15.0,1.25,1176,6.8417028749827296,binary_2
sts_miner,28000,1500,250.0,15.0,1.125,1176,6.862871416960843,binary_3
sts_miner,28000,1500,250.0,15.0,1.0625,1176,6.855486749962438,binary_4
sts_miner,28000,1500,250.0,15.0,1.03125,1176,6.843151665991172,binary_5
sts_miner,28000,1500,250.0,15.0,1.015625,1176,6.916997709020507,binary_6
sts_miner,28000,1500,250.0,15.0,1.0078125,1176,6.831290249945596,binary_7
sts_miner,28000,1500,250.0,15.0,1.00390625,1176,6.859127125004306,binary_8
sts_miner,28000,1500,250.0,30.0,1.0,2037,10.48890187498182,low
sts_miner,28000,1500,250.0,30.0,2.0,2037,10.418130375037435,high
sts_miner,28000,1500,250.0,30.0,4.0,2037,10.409767291974276,expand_high
sts_miner,28000,1500,250.0,30.0,8.0,2027,10.437775665952358,expand_high
sts_miner,28000,1500,250.0,30.0,16.0,1974,10.203757540963124,expand_high
sts_miner,28000,1500,250.0,30.0,32.0,1827,9.586867208010517,expand_high
sts_miner,28000,1500,250.0,30.0,64.0,1592,8.5945761250332,expand_high
sts_miner,28000,1500,250.0,30.0,128.0,1202,6.969047625025269,expand_high
sts_miner,28000,1500,250.0,30.0,96.0,1417,7.781549667008221,binary_1
