algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
sts_miner,19000,1120,250.0,15.0,1.0,432,2.20973066699662,low
sts_miner,19000,1120,250.0,15.0,2.0,432,2.1768027500002063,high
sts_miner,19000,1120,250.0,15.0,1.5,432,2.150303249996796,binary_1
sts_miner,19000,1120,250.0,15.0,1.25,432,2.2065202499943553,binary_2
sts_miner,19000,1120,250.0,15.0,1.125,432,2.1702982499991776,binary_3
sts_miner,19000,1120,250.0,15.0,1.0625,432,2.1802131250005914,binary_4
sts_miner,19000,1120,250.0,15.0,1.03125,432,2.1595845830015605,binary_5
sts_miner,19000,1120,250.0,15.0,1.015625,432,2.200873583002249,binary_6
sts_miner,19000,1120,250.0,15.0,1.0078125,432,2.1669007089949446,binary_7
sts_miner,19000,1120,250.0,15.0,1.00390625,432,2.1528463329959777,binary_8
sts_miner,19000,1120,250.0,30.0,1.0,641,2.9199502500050585,low
sts_miner,19000,1120,250.0,30.0,2.0,641,2.887037833002978,high
sts_miner,19000,1120,250.0,30.0,1.5,641,2.934988458000589,binary_1
sts_miner,19000,1120,250.0,30.0,1.25,641,2.8895836250012508,binary_2
sts_miner,19000,1120,250.0,30.0,1.125,641,2.904068666000967,binary_3
sts_miner,19000,1120,250.0,30.0,1.0625,641,2.9111407500022324,binary_4
sts_miner,19000,1120,250.0,30.0,1.03125,641,2.8824405840059626,binary_5
sts_miner,19000,1120,250.0,30.0,1.015625,641,2.9217311669999617,binary_6
sts_miner,19000,1120,250.0,30.0,1.0078125,641,2.886380417003238,binary_7
sts_miner,19000,1120,250.0,30.0,1.00390625,641,2.920688459002122,binary_8
sts_miner,19000,1120,250.0,60.0,1.0,1570,5.157723083997553,low
sts_miner,19000,1120,250.0,60.0,2.0,1570,5.177856583999528,high
sts_miner,19000,1120,250.0,60.0,4.0,1565,5.153363207995426,expand_high
sts_miner,19000,1120,250.0,60.0,8.0,1553,5.0933985829979065,expand_high
sts_miner,19000,1120,250.0,60.0,16.0,1496,4.976588334000553,expand_high
sts_miner,19000,1120,250.0,60.0,32.0,1410,4.703162665995478,expand_high
sts_miner,19000,1120,250.0,60.0,64.0,1122,4.1297515830010525,expand_high
sts_miner,19000,1120,250.0,60.0,128.0,522,2.5049551249976503,expand_high
sts_miner,19000,1120,250.0,60.0,96.0,874,4.120250083004066,binary_1
sts_miner,19000,1120,250.0,60.0,80.0,1039,3.7429116669954965,binary_2
