algorithm,event_count,target_pattern_count,spatial_radius,temporal_window,threshold,pattern_count,mining_seconds,phase
sts_miner,37000,124,250.0,15.0,1.0,640,5.5061800420007785,low
sts_miner,37000,124,250.0,15.0,2.0,640,5.510739792000095,high
sts_miner,37000,124,250.0,15.0,4.0,639,5.625612499999988,expand_high
sts_miner,37000,124,250.0,15.0,8.0,634,5.548238625000522,expand_high
sts_miner,37000,124,250.0,15.0,16.0,620,5.461559167000814,expand_high
sts_miner,37000,124,250.0,15.0,32.0,576,5.280388874998607,expand_high
sts_miner,37000,124,250.0,15.0,64.0,517,4.835377292001795,expand_high
sts_miner,37000,124,250.0,15.0,128.0,352,3.929060250004113,expand_high
sts_miner,37000,124,250.0,15.0,256.0,145,2.6770244169965736,expand_high
sts_miner,37000,124,250.0,15.0,512.0,18,1.8393721660031588,expand_high
sts_miner,37000,124,250.0,15.0,384.0,31,1.9593200840026839,binary_1
sts_miner,37000,124,250.0,15.0,320.0,66,2.1644185000041034,binary_2
sts_miner,37000,124,250.0,15.0,288.0,93,2.3109806249995017,binary_3
sts_miner,37000,124,250.0,15.0,272.0,107,2.4002669170004083,binary_4
sts_miner,37000,124,250.0,15.0,264.0,111,2.413325667002937,binary_5
